"post_id","post","author"
"109","رسومات فوم ومعها مقياس للطول يتم تعليقها علي الحائط تستخدم لقياس طول الطفل في كل فترة\n\nمتاح باشكال متعددة والوان مبهجة جذابه لجذب انتباه الطفل وتعطي لمسة جماليه لحجرة الطفل\n\nويستطيع فيما بعد تقليد هذه الرسوم ومنها يتعرف الطفل علي الالوان والاشكال ويميز بينها ويدرك التغييرات التي تحدث بجسمه وطوله\n\nمناسبه لسن سنة\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"110","كتب للطفل عربي\n\nمادة لتنمية وتطوير الإدراك حيث تقدم هذه الكتب رسومات طبيعيه للأشياء واسمها وشرحها\n\nمما يرفع بكفاءة عالية من قدرة الإدراك لدى الطفل ويعزز من نمو دماغة وتطور مستوى تفكيرة.\n\nعدد الصفحات 22 صفحة لصور الاشياء المختلفه\n\nتتميز بصور طبيعية وطباعة فائقة الجوده وألوان مميزة جداً مقسمه مجموعات :\n\nالمركبات\n\nالحيوانات\n\nالبرمائيات\n\nالكائنات البحريه\n\nالدرجات الناريه\n\nالسفن\n\nحشرات صغيره\n\nالطائرات\n\nالطيور\n\nالمعالم الاثريه\n\nتناسب سن 4 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"111","لعبة صيد السمك\n\n* لابعاد الطفل عن الموبيل بطريقة غير مباشرة\n\n* تنمي الصبر عند الطفل ويساعد علي تحريك عضلات اليد مع حركة العين\n\n* تساعد الطفل علي التحكم والتركيز لالتقاط السمك\n\n* تعزز المهارات الاجتماعية عندما يلعبها الطفل مع الاخرين\n\n* تبث روح التعاون وتنمي العلاقة بينهم\n\n* تدخلهم اللعبه ف تجربه لفهم مفهوم الجاذبيه\n\n* تصلح لسن ثلاث سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"112","ليجو\nقطع صغيره بلاستيكيه يقوم بتركيبها لتكوين اشكال ثلاثيه الابعاد لتعليم طفلك مبادئ الفك والتركيب\n\nو لتنميه الابداع والتخيل والمغامرة وتقويه عضلات الايد\n\nمتوفرة باشكال مختلفه للبنات والاولاد محببة جدا لدي الاطفال\n\nتزيد الثقه بالنفس عندما يصل للنتيجه الصحيحه بعد التركيب\n\nيعود الطفل علي التفكير الثلاثي للابعاد ويعودهم علي اتباع التعليمات للوصول الي الحل\n\nو التنظيم و التخطيط الجيد و ينمي مهارات الحس حركية\n\nتكسب الأطفال التركيز والانتباه و الإرادة والذكاء و زيادة إدراكهم لمفاهيم الأشياء و طبيعة المواد\n\nمما يساعدهم على حل المسائل الحياتية والمشكلات\n\nغنية بالالوان لتجعل الطفل يتعلم التمييز\n\nمن عمر 6 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"113","الألعاب اليدوية المجسمة لتعريف الطفل عناصر الحياه وتنمية مهارة استخدام اليدين وتنشيط الذهن\n\nلاداعي لاستخدام المقص فقط بالثني متبعا بالخطوط\n\nمتاح انواع مختلفة من الألعاب اليدوية المجسمة\n\nخطوات واضحة ما أن تراها حتى تفهمها\n\nخطوات التركيب ممتعة وامنة وسهل\n\nوطرق اللعب مختلفة\n\nاستخدام اليد والعقل لتفعيل الطاقات الكامنة\n\nلكل الاطفال المحبين للقص واللزق لتعليم الطفل التسلسل وتنمية الإبداع وتنميه المهارات اليدوية\n\nيساعد الطفل على التركيز والإنتباه طول الوقت، لأن الموضوع محتاج دقّة متناهية،\n\nوالطفل يشعر بسعادة كبيرة عندما تتحول الورقة المُسطحة لشكل مُجسم\n\nمناسب لسن 3 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"114","صندوق الحروف الانجليزيه\n\nحروف انجليزية مجسمة تستخدم ليجمع بينهم ويكون كلمات ومعها صندوق خشبي لحفظهم الصندوق يحتوي علي كل الحروف وكل حرف يتكرر عدة مرات ينمي مهارة القراءة\n\nمن افضل العاب البازل التعليمي التي تجذب الطفل\n\nتنمي مهارة الفك والتركيب والتنسيق بين اليد والعين من خلال التنسيق بين القطع\n\nتنمي المهارات الذهنيه وتطور قدرته علي التركيز والانتباه تساعد الطفل علي تعلم الصبر والثقه بالنفس وحل المشكلات ومهارة المطابقة\n\nخامة خشبية\n\nمناسب لسن 4 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"115","خصم على المبتكر الصغير شكل عصيان 500 جرام\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"116","كتاب kids board book ABC انجليزي يحتوي علي حروف واخر kids board book numbers يحتوي علي ارقام\n\nلتنميه ادراكه ووعيه المعرفي بكلمات بسيطة وصور طبيعية وسهلة التعلم لطفل لزياده الحصيله اللغويه\n\nخامة عاليه الجودة ليسهل علي الطفل مسكه وقلب الفحات صعب القطع من الكتب التي تساعد علي تنمية وتطور النمو العقلي للطفل\n\nلان نظر الطفل إلى صفحات الكتاب الملون ومراقبته لتقليب الصفحات ستجعله وبخبرته البسيطه\n\nيستنتج أنه كلما قلبت الصفحه ستظهر صوره أخرى مما يجعل الطفل يحاول ذهنيا التنبؤ لما سيأتي في الصوره القادمه\n\nوبالتالي تتطور قدرته علي التخيل والتوقع\n\nمناسب لمرحله ما قبل الروضه من سنة حتي 3 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"117","ليجو\nقطع صغيره بلاستيكيه يقوم بتركيبها لتكوين اشكال ثلاثيه الابعاد لتعليم طفلك مبادئ الفك والتركيب\n\nو لتنميه الابداع والتخيل والمغامرة وتقويه عضلات الايد\n\nمتوفرة باشكال مختلفه للبنات والاولاد محببة جدا لدي الاطفال\n\nتزيد الثقه بالنفس عندما يصل للنتيجه الصحيحه بعد التركيب\n\nيعود الطفل علي التفكير الثلاثي للابعاد ويعودهم علي اتباع التعليمات للوصول الي الحل\n\nو التنظيم و التخطيط الجيد و ينمي مهارات الحس حركية\n\nتكسب الأطفال التركيز والانتباه و الإرادة والذكاء و زيادة إدراكهم لمفاهيم الأشياء و طبيعة المواد\n\nمما يساعدهم على حل المسائل الحياتية والمشكلات\n\nغنية بالالوان لتجعل الطفل يتعلم التمييز\n\nمن عمر 6 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"118","مقاطع الحروف العربية\nكروت بازل مدون عليها حروف عربية بالتشكيل ليجمع بينهم ويكون كلمة ثم يكون جملة وتنمي مهارة القراءة ومعها صندوق خشبي لحفظهم\n\nمن افضل العاب البازل التعليمي التي تجذب الطفل\n\nتنمي مهارة الفك والتركيب والتنسيق بين اليد والعين من خلال التنسيق بين القطع\n\nتنمي المهارات الذهنيه وتطور قدرته علي التركيز والانتباه تساعد الطفل علي تعلم الصبر والثقه بالنفس وحل المشكلات ومهارة المطابقة\n\nخامة خشبية\n\nمناسب لسن 4 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"119","بازل 500 قطعه من افضل الالعاب التي تنمي مهارة الفك والتركيب\n\nوالتنسيق بين اليد والعين من خلال التنسيق بين اجزاء البازل تنمي المهارات الذهنيه وتطور قدرته علي التخيل والذكاء والتركيز والذاكره تساعد علي تعلم الصبر والثقه بالنفس وحل المشكلات\n\nلسن 7 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"120","ميكانو بلاستيك فك وتركيب\n\n* لتعليم طفلك مبادئ الفك والتركيب بشكل محبب جدا لدي الاطفال\n\n* لتنميه الابداع والتخيل\n\n* وتقويه عضلات الايد\n\n* تزيد الثقه بالنفس عندما يصل للنتيجه الصحيحه بعد التركيب\n\n* تكسب الأطفال التركيز والانتباه والإرادة وزيادة إدراكهم لمفاهيم الأشياء وطبيعة المواد\n\n* مما يساعدهم على حل المسائل الحياتية والمشكلات\n\n* غنية بالالوان لتجعل الطفل يتعلم التمييز بين الالوان\n\n* من عمر 3 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"121","مرلية للاطفال لحفظ الملابس من الالوان خامة عالية وتر بروف\n\nسهله التنضيف صغيره الحجم تستطيع حملها لاي مكان\n\nلتشجيع الطفل علي التلوين دون الخوف من اتساخ ملابسه متاح عدة الوان\n\nمناسبه من سن سنتين\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"122","لعبة تقطيع الفاكه أو الخضروات\n\n* لتشجيع الطفل على تقطيع الخضروات والفاكهه ثم جمعها معا مرة أخرى\n\n* تحفز على الإبداع وادراك الأشياء\n\n* والتمييز بين الالوان والخضروات والفاكهه\n\n* تطوير المهارات المعرفية والفك والتركيب والتطابق وبناء القدرات العقليه والتفاعل الاجتماعي\n\n* معرفه الطفل بأسماء الخضروات والفاكهه بطريقه ممتعه\n\n* تقوى من عضلات اليد للطفل كما انها تساعده على التحكم فى الاشياء\n\n* مناسبة لسن سنتين\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"123","مجموعة طباعات الوان سفنج اشكال مختلفه جميله يقوم الطفل بوضعها في اللون ليطبع نفس الشكل في كراسته\n\nتعمل علي نضجه العصبي والتمهيد للكتابه\n\nتنمي مهارة التحكم في العضلات الدقيقة ( الانامل ) .\n\nتنمي مهارة التنسيق بين العين واليد ( التآزر الحركي البصري ) .\n\nتنمي مهارة التحكم في مسك أدوات الكتابة ( القلم )\n\nالتدريب علي الضغط بأصابع اليد على جسم صلب\n\nتدريب الطفل علي تلوين الصور\n\nيعلم الطفل استغلال الطاقة في حاجة مفيدة و ممتعه .\n\nيزود الحس الابداعي للطفل و استخدام الالوان .\n\nيتعلم الفرق بين الفرش والالوان و استخدامتها\n\nيتعلم خلط الالوان و فن اختيار الالوان و تنسيقها\n\nمناسبه لسن 3 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"124","جنجا بازل خشب 48 قطعه ارقام\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"125","6 الوان لرسم احلي الرسومات علي وجه الطفل\n\nالوان طريه وخامه عاليه الجودة وامنه علي وجه الطفل وسهله المسح والتنظيف\n\nولا تترك اثراً وسهل التحكم بها ليستمتع بالرسم علي وجهه اشكال متعددة\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"126","كروت خورشيد الأفعال المسلسله\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"127","سجادة البيبي\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"128","العاب الميكانو\n\n* محبب جدا للاطفال ويساعد في تعليم طفلك مبادئ الفك والتركيب حيث يستطيع تشكيل عده اشكال من قطع المكان\n\n* تننميه الابداع والتخيل من خلال تكوين الأشكال المختلفه\n\n* وتقويه عضلات الايد\n\n* تزيد الثقه بالنفس عندما يصل للنتيجه الصحيحه بعد التركيب\n\n* تكسب الأطفال التركيز والانتباه والإرادة وزيادة إدراكهم لمفاهيم الأشياء وطبيعة المواد، مما يساعدهم على حل المسائل الحياتية والمشكلات\n\n* غنية بالالوان مما يساعد الطفل في التعرف والتميز بين الالوان\n\nمن عمر 3 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"129","اسورة سوفت للبيبي تصدر صوت عند الحركه\n\nمناسبه للاطفال اقل من سنه\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"130","حروف عربية مجسمة تستخدم ليجمع بينهم ويكون كلمات ومعها صندوق خشبي لحفظهم الصندوق يحتوي علي كل الحروف وكل حرف يتكرر بمواضعه في الكلمه كما يحتوي علي التشكيل تنمي مهارة القراءة\n\nمن افضل العاب البازل التعليمي التي تجذب الطفل\n\nتنمي مهارة الفك والتركيب والتنسيق بين اليد والعين من خلال التنسيق بين القطع\n\nتنمي المهارات الذهنيه وتطور قدرته علي التركيز والانتباه تساعد الطفل علي تعلم الصبر والثقه بالنفس وحل المشكلات ومهارة المطابقة\n\nخامة خشبية\n\nمناسب لسن 4 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"131","بازل 300 قطعه من افضل الالعاب التي تنمي مهارة الفك والتركيب\n\nوالتنسيق بين اليد والعين من خلال التنسيق بين اجزاء البازل تنمي المهارات الذهنيه وتطور قدرته علي التخيل والذكاء والتركيز والذاكره تساعد علي تعلم الصبر والثقه بالنفس وحل المشكلات\n\nلسن 7 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"132","المبتكر الصغير مواسير 500 جرام\nبسعر 42 جنيه فقط\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"133","لعبة صيد السمك\n\n* لابعاد الطفل عن الموبيل بطريقة غير مباشرة\n\n* تنمي الصبر عند الطفل ويساعد علي تحريك عضلات اليد مع حركة العين\n\n* تساعد الطفل علي التحكم والتركيز لالتقاط السمك\n\n* تعزز المهارات الاجتماعية عندما يلعبها الطفل مع الاخرين\n\n* تبث روح التعاون وتنمي العلاقة بينهم\n\n* تدخلهم اللعبه ف تجربه لفهم مفهوم الجاذبيه\n\n* تصلح لسن سنتين\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"134","مجموعة كروت خورشيد الافعال\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"135","مجموعة طباعات الوان سفنج اشكال مختلفه جميله يقوم الطفل بوضعها في اللون ليطبع نفس الشكل في كراسته\n\nتعمل علي نضجه العصبي والتمهيد للكتابه\n\nتنمي مهارة التحكم في العضلات الدقيقة ( الانامل ) .\n\nتنمي مهارة التنسيق بين العين واليد ( التآزر الحركي البصري ) .\n\nتنمي مهارة التحكم في مسك أدوات الكتابة ( القلم )\n\nالتدريب علي الضغط بأصابع اليد على جسم صلب\n\nتدريب الطفل علي تلوين الصور\n\nيعلم الطفل استغلال الطاقة في حاجة مفيدة و ممتعه .\n\nيزود الحس الابداعي للطفل و استخدام الالوان .\n\nيتعلم الفرق بين الفرش والالوان و استخدامتها\n\nيتعلم خلط الالوان و فن اختيار الالوان و تنسيقها\nhttp://safwatoys.com/index.php…\nمناسبه لسن 3 سنوات","الصفوة لتنمية المهارات"
"136","مجموعة طباعات الوان سفنج اشكال مختلفه جميله يقوم الطفل بوضعها في اللون ليطبع نفس الشكل في كراسته\n\nتعمل علي نضجه العصبي والتمهيد للكتابه\n\nتنمي مهارة التحكم في العضلات الدقيقة ( الانامل ) .\n\nتنمي مهارة التنسيق بين العين واليد ( التآزر الحركي البصري ) .\n\nتنمي مهارة التحكم في مسك أدوات الكتابة ( القلم )\n\nالتدريب علي الضغط بأصابع اليد على جسم صلب\n\nتدريب الطفل علي تلوين الصور\n\nيعلم الطفل استغلال الطاقة في حاجة مفيدة و ممتعه .\n\nيزود الحس الابداعي للطفل و استخدام الالوان .\n\nيتعلم الفرق بين الفرش والالوان و استخدامتها\n\nيتعلم خلط الالوان و فن اختيار الالوان و تنسيقها\n\nمناسبه لسن 3 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"137","بازل مطابقة من افضل الالعاب التعليمية التي تجذب الطفل\n\nتنمي مهارة الفك والتركيب والتنسيق بين العين واليد من خلال التنسيق بين القطعة والفراغ المناسب\n\nتنمي المهارات الذهنيه وتطور قدرته علي التركيز\n\nو تساعد الطفل علي تعلم الصبر والثقه بالنفس وحل المشكلات ومهارة المطابقة والجمع بين المحسوس والمجرد\n\nحجم كبير يساعد علي التعرف علي الحروف العربية\n\nخامة خشبية\n\nمناسب لسن سنتين\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"138","العاب سحرية وخدع بصرية امنة علي الاطفال\n\nخامة بلاستيك عالي الجودة تجعل الطفل ينبهر بالنتيجة\n\nوتنمي الذكاء ومهارات التفكير ومنح فرصه لتطوير المهارات الاجتماعية\n\nكما تزيد التعامل مع المخاطر والمواقف الجديدة وحل المشكلات\n\nيوجد كتالوج بطريقة لعبها\n\nمناسبة من سن 6 سنوات\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"139","متوفر الان جميع انواع لعبة جنجا\nجميع الاحجام\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"140","متوفر الان مجموعه كبيره من العاب التركيز والانتباه\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"141","العاب الميكانو\n\n* محبب جدا للاطفال ويساعد في تعليم طفلك مبادئ الفك والتركيب حيث يستطيع تشكيل عده اشكال من قطع المكان\n\n* تننميه الابداع والتخيل من خلال تكوين الأشكال المختلفه\n\n* وتقويه عضلات الايد\n\n* تزيد الثقه بالنفس عندما يصل للنتيجه الصحيحه بعد التركيب\n\n* تكسب الأطفال التركيز والانتباه والإرادة وزيادة إدراكهم لمفاهيم الأشياء وطبيعة المواد، مما يساعدهم على حل المسائل الحياتية والمشكلات\n\n* غنية بالالوان مما يساعد الطفل في التعرف والتميز بين الالوان\n\nمن عمر 3 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"142","اكبر تشكيله من العاب السوفت\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"143","تشكيله كبيره و متنوعه من العاب التركيبات المغناطيسيه\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"144","خصومات خاصه عل مجموعة اللوجيكو\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"145","جميع انواع الشاكوش والكور والعاب الطرق لتقوية عضلات اليد\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"146","11 نوع مختلف من الاكسليفون\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"147","68 منتج مختلف من العاب التفكير و الذكاء و التحدي للكبار من اول 6 سنين الى 70 سنه\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"148","اكبر تشكيله من الكتب والكروت\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"149","متوفر الان 33 شكل مختلف من العاب الفك والتركيب\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"150","متوفر مجموعه كبيره من الوسائل لتعليم الارقام و العمليات الحسابيه و مفهوم اكبر من و اصغر من\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"151","كروت ضمنية من الاشياء الهامه جدا والمفيده للطفل سواء كان بدا الكلام او لم يبدا بعد\n\nفهي تساعده على تعلم كل شيئ يحيط به تستخدم لزيادة حصيلة لغوية ومعرفية للاطفال العادية وللاطفال المتاخرين لغويا وللاطفال التوحد وذوي الاحتياجات\n\nللتعرف على حصيلة لغوية ومعرفية تساعد علي التعرف علي الاشياء واسمها\n\nوهي تساعد علي التركيز من خلال وضع الصور امامه وطلب صور معينه منه\n\nكما انها تساعده علي التصنيف من خلال تقسيم كل مجموعه علي حدا\n\nوهي تساعده علي الانتباه لان شكلها وحجمها ولونها جذاب كما تساعد علي زياده الفهم لدي الطفل\n\nيستخدمها اخصائين ومراكز التخاطب لانها تعمل علي تنميه اللغه الاستقباليه والتعبيريه للاطفال المتاخرين لغويا واول خطوه في بدايه الكلمه\n\nوتشمل الكروت علي :\n\n1-خضروات\n\n2-الملابس .\n\n3-الاشكال هندسيه.\n\n4-اثاث المنزل .\n\n5-الفاكهه.\n\n6-احيوانات المزرعه\n\n7-حيوانات بحريه\n\n8-المواصلات .\n\n9- حيوانات غابه\n\n10-الطيور\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"152","متوفر الان مجموعة كتب مونتسوري\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"153","19 وسيللة مختلفه للتدريب على اللضم\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"154","كونكت فور\n\nلعبة جماعية للكبار والصغار\n\nيمكن لعبها باستخدام اللوح والأقراص تتكون من صفوف أفقية ورأسية تُكوِّن الخانات الفارغة حيث يتناوب اللاعبين على إسقاط الأقراص لملء الخانات عن طريق ان يكوِّن أحد اللاعبيْن صفًا أفقيًا أو رأسيًا أو مائلًا مكونًا من أربع خانات متصلة بلون واحد بأقراص اللعب الخاصة به\n\nتعمل علي زيادة التركيز والتتبع البصرى للقطعة اثناء سقوطها فى مكانها\n\nتعلم الطفل النظام بجعله يجمع القطع ويضعها فى مكانها ويضع اللعبة فى مكانها بعد الانتهاء منها\n\nتعمل علي سرعة البديهة والانتباه والتركيز والذكاء\n\nوبها تدريبات خفية تزيد من فترة جلوس الطفل وتقوى عضلاته الدقيقه\n\nتعمل علي تنميه مهارة حل المشكلات\n\nمناسبه لعمر 5 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"155","العاب الميكانو\n\n* محبب جدا للاطفال ويساعد في تعليم طفلك مبادئ الفك والتركيب حيث يستطيع تشكيل عده اشكال من قطع المكان\n\n* تننميه الابداع والتخيل من خلال تكوين الأشكال المختلفه\n\n* وتقويه عضلات الايد\n\n* تزيد الثقه بالنفس عندما يصل للنتيجه الصحيحه بعد التركيب\n\n* تكسب الأطفال التركيز والانتباه والإرادة وزيادة إدراكهم لمفاهيم الأشياء وطبيعة المواد، مما يساعدهم على حل المسائل الحياتية والمشكلات\n\n* غنية بالالوان مما يساعد الطفل في التعرف والتميز بين الالوان\n\nمن عمر 3 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"156","مقاطع الحروف مونتسوري\nالحرف في اول الكلمه ونص الكلمه واخر الكلمه\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"157","متوفر مجموعه كبيره من العاب البيبي\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"158","متوفر الان بازل من 300 الى 2000 قطعه\nمن افضل الالعاب التي تنمي مهارة الفك والتركيب\n\nوالتنسيق بين اليد والعين من خلال التنسيق بين اجزاء البازل تنمي المهارات الذهنيه وتطور قدرته علي التخيل والذكاء والتركيز والذاكره تساعد علي تعلم الصبر والثقه بالنفس وحل المشكلات\n\nلسن 7 سنوات\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"159","كتاب بازل خشب من افضل الالعاب التي تجذب الطفل تنمي مهاره الفك والتركيب تنسق بين اليد والعين..\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"160","متوفر الان اكثر من 8 انواع من\nلعبة تقطيع الفاكه أو الخضروات * لتشجيع الطفل على تقطيع الخضروات والفاكهه ثم جمعها معا مرة أخرى*..\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"161","مراحل النمو بشكل جديدعشان مراحل النمو من أهم المفاهيم اللى لازم تبقى واضحه للطفل جبنالكم بازل مراحل ..\n\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"162","متوفر اكثر من 12 نوع من لعبة صيد السمك\n\n* لابعاد الطفل عن الموبيل بطريقة غير مباشرة\n\n* تنمي الصبر عند الطفل ويساعد علي تحريك عضلات اليد مع حركة العين\n\n* تساعد الطفل علي التحكم والتركيز لالتقاط السمك\n\n* تعزز المهارات الاجتماعية عندما يلعبها الطفل مع الاخرين\n\n* تبث روح التعاون وتنمي العلاقة بينهم\n\n* تدخلهم اللعبه ف تجربه لفهم مفهوم الجاذبيه\n\n* تصلح لسن سنتين\nhttp://safwatoys.com/index.php…","الصفوة لتنمية المهارات"
"163","لعبة بناء الكلمات\nكتاب ب 20 صوره مختلفه لتكوين 20 كلمه من 3 حروف و 30 كارت للحروف\n\nليقوم الطفل بكتابة اسم هذه الصورة\n\nمن الالعاب التعلمية التى تعلم الطفل التهجئة وانشاء كلمات جديدة وزيادة الحصيلة اللغوية\n\nمناسبة لسن 5 سنوات","الصفوة لتنمية المهارات"
"164","متوفر مساطر التهيئه للكتابه\nطرق الاستخدام\n\nالطريقة الأولى : اعطاء مسطرة واحده للطفل وكراسة رسم صغيرة ويقوم الطفل بالرسم داخل فراغ المسطرة حتى يتمكن من منحنياتها ثم اعطاؤه مسطرة اخرى ذات صعوبه اكبر .\n\nالطريقة الثانية : أن يقوم ولى الأمر برسم خطوط منقطه باستخدام المساطر على كراسة رسم و يترك الطفل ليقوم بوصل هذه الخطوط ببعضها من خلال الكتابه عليها وبذلك يكون الطفل وصل لمرحله متقدمه من الامساك والتحكم بالقلم .\n\nتستخدم لتهيئة يد الطفل لكتابة الحروف من خلال تعويده على المنحنيات التى سيواجهها عند كتابة الحروف.\n\nوتعويد الطفل على فكرة المتاهات maze فى اطار بسيط ويمكن استخدامها كإطار للكتابه فى معظم كراسات الأطفال الأكبر سنا لتجميل شكل الصفحه .\n\nويمكن استخدامها فى الاعمال الفنيه المختلفه\n\nمفيدة لتقوية عضلات يد الطفل والتدريب على الكتابه و الامساك بالقلم بشكل صحيح بتمرين يد الطفل على التحكم فى القلم واتباع الشكل المحدد يجعل الطفل متحكما بالقلم و مؤهلاً لاتباع الاتجاهات التى سيكتب بها الحروف فيما بعد\n\nمهمه للحضانات والاخصائيين ومراكز التخاطب لتاسيس الاطفال\n\nتناسب سن سنتين","الصفوة لتنمية المهارات"
"165","متوفر الآن ماسك القلم\nبسعر 7 جنيه","الصفوة لتنمية المهارات"
"166","معرض جدة للكتاب\nجناح الصفوة لتنمية المهارات\nF22\nعرض لأدوات تنمية المهارات وكروت التخاطب والمجموعات الضمنية وأدوات منتسوري\nللتواصل واتس اب 00201001444798","‎الصفوة لتنمية المهارات‎ was live."
"167","في انتظار تشريفكم جناح شركة الصفوة لتنمية المهارات\nرقم F22\nبمعرض جدة الدولي للكتاب\nفي الفتره من 11 إلى 21 ديسمبر.\nأبحر الجنوبية - أرض الفعاليات\nوعرض لجميع العاب تنمية المهارات وأدوات مونتسوري\nوالمجموعات الضمنيه وكروت التخاطب\nوجميع انواع البازلات والعاب الليجو\nالخصم من أول يوم بالمعرض بادر بالشراء قبل نفاذ الكمية\nالبيع بأسعارنا بمصر\nللتواصل واتس آب 00201001444798","‎الصفوة لتنمية المهارات‎ is feeling happy."
"168","في انتظار تشريفكم جناح شركة الصفوة لتنمية المهارات\nرقم F22\nبمعرض جدة الدولي للكتاب\nفي الفتره من 11 إلى 21 ديسمبر.\nأبحر الجنوبية - أرض الفعاليات\nوعرض لجميع العاب تنمية المهارات وأدوات مونتسوري\nوالمجموعات الضمنيه وكروت التخاطب\nوجميع انواع البازلات والعاب الليجو\nالخصم من أول يوم بالمعرض بادر بالشراء قبل نفاذ الكمية\nللتواصل واتس آب 00201001444798","الصفوة لتنمية المهارات"
"169","بدا الاستعدادات لمشاركة الصفوة لتنمية المهارات لمعرض جدة الدولي للكتاب\nفي الفتره من ١١ إلى ٢١ ديسمبر\nبابحر الجنوبية ارض الفعاليات\nوعرض لجميع العاب تنمية المهارات وكروت التخاطب والمجموعات الضمنية وأدوات منتسوري\nفي انتظار تشريفكم\nبادر بشراء أدواتك قبل نفاذ الكمية\nللتواصل 01001444798\nواتس اب\nلمشاهدة صور المنتجات\nWww.safwatoys.com","‎الصفوة لتنمية المهارات‎ is at Obhur beach, Jeddah."
"170","مجموعة كروت خورشيد للتخاطب و صعوبات التعلم","الصفوة لتنمية المهارات"
"171","","الصفوة لتنمية المهارات"
"172","الآن من شركة الصفوة لتنمية المهارات\nمجموعة متميزة من الكتب التعليميه والسلاسل القصصية\nWww.safwatoys.com @ الصفوة لتنمية المهارات","‎الصفوة لتنمية المهارات‎ is at ‎الصفوة لتنمية المهارات‎."
"173","مازالت العروض مستمره\nخصم 30 % على أي قطعه\nوخصم 40 % في حالة 6 قطع\nوخصم 50 % في حالة 12 قطعه\nلمشاهدة المنتجات وتحميل الكتالوجات متابعة الموقع www.safwatoys.com\nللتواصل مع المبيعات واتس آب 01001444798","الصفوة لتنمية المهارات"
